Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
32.32926940917969	0	-240.37837	120.69877	194.4992	-535.8278	123.48615384615384	36.83548405012618	40133	40133
64.55945491790771	1	-182.29266	115.45448	167.07474	-522.80347	128.1182108626198	75.65413621548691	40101	80234
95.48854374885559	2	-138.94307	110.84437	234.63255	-438.57968	123.43692307692308	33.81742640997513	40117	120351
128.04100036621094	3	-144.8914	88.088974	149.08978	-451.59927	122.21951219512195	61.81665936761548	40088	160439
160.18203473091125	4	-124.69286	94.04106	187.26733	-418.02087	125.07476635514018	53.3853389049104	40149	200588
195.48818635940552	5	-105.34734	102.0921	180.60898	-438.33148	144.32374100719426	103.8601173152557	40122	240710
231.77530598640442	6	-82.647064	107.84537	226.34593	-530.8859	146.7985347985348	100.85996383870804	40076	280786
273.2844934463501	7	-65.70249	118.59113	223.92526	-414.27853	179.9103139013453	156.44630027968674	40120	320906
313.5406436920166	8	-46.78257	132.59827	231.58087	-462.22092	192.62980769230768	146.19449135931617	40067	360973
354.91081285476685	9	-21.259726	137.36768	226.99695	-522.62103	203.253807106599	163.3395347191157	40041	401014
408.3052911758423	10	-7.7919116	136.67513	225.5927	-375.8144	238.26785714285714	191.69045835403384	40029	441043
456.1754860877991	11	-8.928584	140.99103	227.50206	-419.38925	244.4329268292683	203.96102362884517	40087	481130
508.023966550827	12	6.722958	131.86589	227.26634	-269.2576	297.037037037037	248.2946400103867	40100	521230
566.2307696342468	13	30.31122	144.00151	241.47386	-625.92773	353.55263157894734	295.4027608022072	40305	561535
624.1087837219238	14	31.553612	128.5273	259.10483	-328.24982	364.55454545454546	285.53912600436894	40101	601636
679.6616468429565	15	37.274715	124.04369	218.45041	-195.80565	330.9834710743802	257.8748489933121	40049	641685
733.6481847763062	16	70.55834	122.9501	232.55656	-214.71368	303.2348484848485	238.01982537266005	40027	681712
788.1905522346497	17	73.40877	118.76731	229.868	-286.4913	306.5984848484849	263.06626829157676	40471	722183
845.8081512451172	18	73.060936	108.86186	234.27042	-106.82765	332.9024390243902	283.9350783070633	40947	763130
899.8482165336609	19	94.13833	111.073135	247.4893	-212.89148	331.4836065573771	265.3388564602789	40441	803571
954.2179284095764	20	92.747925	108.20032	246.4401	-96.96885	316.6796875	264.4346839720583	40535	844106
1012.1748058795929	21	84.94262	106.85583	244.11047	-124.91971	394.08653846153845	327.4742535557015	40985	885091
1062.9106001853943	22	111.17891	101.27941	251.11429	-83.23113	336.83193277310926	286.37943682715917	40083	925174
1113.7194566726685	23	76.604706	124.282845	241.37222	-348.09012	335.15833333333336	276.13523244457997	40219	965393
1166.5610270500183	24	109.210915	103.668144	240.03575	-121.50774	352.03478260869565	303.3429091462343	40484	1005877
1220.9308948516846	25	110.63948	102.22545	243.59889	-84.91878	388.4230769230769	320.4000711942832	40396	1046273
1273.4051475524902	26	113.31282	105.1231	245.84956	-237.5188	357.6517857142857	300.91146389586766	40057	1086330
